Date;Days Since Featured;Medium;Technology;Theme;link;scraped_at;subtitle;title;url;Title
2017-01-01;36;Image;['GAN', 'Weights'];Art;http://www.aiartonline.com/art/mario-klingemann/;2020-12-02 01:05:12;Deleting weights in GANs to create glitches;Mario Klingemann;https://mlart.co/item/deleting-weights-in-gans-to-create-glitches;
2017-01-01;36;Image;['GAN', 'pix2pix', 'Expression Detection'];Art;http://underdestruction.com/2017/07/23/freeda-beast-bringing-things-to-an-end/;2020-12-02 01:05:19;Extract face markers and use a pix2pix model to translate the face markers into paintings;Mario Klingemann;https://mlart.co/item/extract-face-markers-and-use-a-pix2pix-model-to-translate-the-face-markers-into-paintings;
2017-01-01;36;Installation;['PoseNet', 'pix2pix', 'GAN'];Art;https://albertbarque.com/myartificialmuse/;2020-12-02 01:05:26;Generate a pose, use a pix2pix model to turn the pose into an artwork and then paint it live;Mario Klingemann, Albert Barqué-Duran;https://mlart.co/item/generate-a-pose_-use-a-pix2pix-model-to-turn-the-pose-into-an-artwork-and-then-paint-it-live;
2017-01-01;36;Video;['GAN', 'pix2pix'];['Media', 'Art'];https://www.youtube.com/watch?v=af_9LXhcebY&feature=emb_title;2020-12-02 01:05:33;Create a deep fake with Kellyanne Conway's by translating face markers into a video of a person speaking;Mario Klingemann;https://mlart.co/item/create-a-deep-fake-with-kellyanne-conway_s-by-translating-face-markers-into-a-video-of-a-person-speaking;
2017-01-01;36;['Installation', 'Music', 'Sketch'];['t-SNE', 'CNN', 'Classification', 'Camera', 'Device'];Art;http://annaridler.com/drawing-with-sound;2020-12-02 01:05:40;Organise personal art collection with t-SNE, compose music according to each clusters, and detect each clusters with a camera to play corresponding music;Anna Ridler, Ben Heim;https://mlart.co/item/organise-personal-art-collection-with-t-sne_-compose-music-according-to-each-clusters_-and-detect-each-clusters-with-a-camera-to-play-corresponding-music;
2017-01-01;36;Image;GAN;['Art', 'Litterature'];http://annaridler.com/fall-of-the-house-of-usher-ii;2020-12-02 01:05:48;A GAN trained on handmade ink drawings based on the film Fall of the House of Usher (1929) as well as the GAN-generated images themselves;Anna Ridler;https://mlart.co/item/a-gan-trained-on-handmade-ink-drawings-based-on-the-film-fall-of-the-house-of-usher-_1929_-as-well-as-the-gan-generated-images-themselves;
2017-01-01;36;Video;['GAN', 'Pix2pix', 'Camera'];['Culture', 'Politics'];https://twitter.com/genekogan/status/857922705412239362;2020-12-02 01:05:54;Translate a live face to face trackers and turn them into a another person with Pix2pix;Gene Kogan;https://mlart.co/item/translate-a-live-face-to-face-trackers-and-turn-them-into-a-another-person-with-pix2pix;
2017-01-01;36;Installation;['RNN', 'LSTM'];['Art', 'Abstract'];https://sougwen.com/project/drawingoperations-memory;2020-12-02 01:06:01;Train an RNN on drawing motions and create a painting in collaboration with a robot arm controlled by the model;Sougwen Chung;https://mlart.co/item/train-an-rnn-on-drawing-motions-and-create-a-painting-in-collaboration-with-a-robot-arm-controlled-by-the-model;
2017-01-01;36;Video;['RNN', 'Image Captioning', 'CNN', 'GAN'];['Art', 'Abstract'];https://www.jakeelwes.com/project-closedLoop.html;2020-12-02 01:06:22;Use an image captioning model that translates CNN features to RNN features, and another GAN that translates RNN features to images in a loop;Jake Elwes;https://mlart.co/item/use-an-image-captioning-model-that-translates-cnn-features-to-rnn-features_-and-another-gan-that-translates-rnn-features-to-images-in-a-loop;
2017-01-01;36;Image;GAN;Art;http://www.miketyka.com/?s=faces;2020-12-02 01:06:30;A GAN trained on faces from Flickr;Mike Tyka;https://mlart.co/item/a-gan-trained-on-faces-from-flickr;
2017-01-01;36;Installation;['GAN', 'UMAP'];['History', 'Culture'];http://www.miketyka.com/?p=salt;2020-12-02 01:06:38;Train a GAN on historical documents from SALT Research and display the interpolation on multiple screens;Mike Tyka, Refik Anadol;https://mlart.co/item/train-a-gan-on-historical-documents-from-salt-research-and-display-the-interpolation-on-multiple-screens;
2017-01-01;36;Image;['ANN', 'Image Captioning', 'RNN', 'CNN'];['Art', 'Abstract'];http://www.memo.tv/works/learning-to-dream-supergan/;2020-12-02 01:06:45;Generated by two neural networks recursively upscaling itself and generating the titles with an image captioning model;Memo Akten;https://mlart.co/item/generated-by-two-neural-networks-recursively-upscaling-itself-and-generating-the-titles-with-an-image-captioning-model;
2017-01-01;36;Screenplay;['RNN', 'LSTM'];Language;https://www.youtube.com/watch?v=5qPgG98_CQ8&ab_channel=ArsTechnica;2020-12-02 01:06:53;An LSTM generated screenplay trained on screenplays from several films and television series, and produced according to the screenplay;Ross Goodwin, Oscar Sharp;https://mlart.co/item/an-lstm-generated-screenplay-trained-on-screenplays-from-several-films-and-television-series_-and-produced-according-to-the-screenplay;
2016-01-01;36;['Image', 'Tutorial'];['CPPN', 'ANN'];['Art', 'Abstract', 'Education'];https://blog.otoro.net/2016/03/25/generating-abstract-patterns-with-tensorflow/;2020-12-02 01:07:00;Use a CPPN to create shader-like images including a tutorial;David Ha;https://mlart.co/item/use-a-cppn-to-create-shader-like-images-including-a-tutorial;
2016-01-01;36;Video;['DenseCap', 'DeepDream'];Culture;https://vimeo.com/173062236;2020-12-02 01:07:07;Continuously zoom in a image and apply DeepDream and use Dense Captioning to label objects in the video;Gene Kogan;https://mlart.co/item/continuously-zoom-in-a-image-and-apply-deepdream-and-use-dense-captioning-to-label-objects-in-the-video;
2016-01-01;36;Installation;['pix2pix', 'GAN', 'Device'];['Art', 'Maps'];https://opendot.github.io/ml4a-invisible-cities/;2020-12-02 01:07:14;A Conditional GAN trained on OpenStreetMap's map and corresponding satellite image inspired by Italo Calvino's Invisible Cities;Gene Kogan;https://mlart.co/item/a-conditional-gan-trained-on-openstreetmap_s-map-and-corresponding-satellite-image-inspired-by-italo-calvino_s-invisible-cities;
2016-01-01;36;Installation;['CNN', 'Classification', 'openFrameworks', 'OpenCV', 'Ableton Live'];Music;https://vimeo.com/197026662;2020-12-02 01:07:37;Use a CNN to classify instruments in a live drawing and add the instrument tracks in Ableton Live to compose in real-time;Andreas Refsgaard, Gene Kogan;https://mlart.co/item/use-a-cnn-to-classify-instruments-in-a-live-drawing-and-add-the-instrument-tracks-in-ableton-live-to-compose-in-real-time;
2016-01-01;36;Image;['DeepDream', 'Gradient Ascent'];Art;https://grayarea.org/press/inside-googles-first-deepdream-art-show/;2020-12-02 01:07:44;DeepDream applied to the face of a woman;Mario Klingemann;https://mlart.co/item/deepdream-applied-to-the-face-of-a-woman;
2016-01-01;36;Image;['DeepDream', 'Gradient Ascent'];Art;http://www.memo.tv/works/all-watched-over-by-machines-of-loving-grace-deepdream-edition/;2020-12-02 01:07:51;DeepDream applied to a satellite image of Google's headquarters;Memo Aktken;https://mlart.co/item/deepdream-applied-to-a-satellite-image-of-google_s-headquarters;
2016-01-01;36;Image;['DeepDream', 'Gradient Ascent', 'Laplacian Pyramid'];Art;https://grayarea.org/press/inside-googles-first-deepdream-art-show/;2020-12-02 01:07:58;DeepDream with Laplacian Pyramid Gradient Normalization;Alexander Mordvintsev;https://mlart.co/item/deepdream-with-laplacian-pyramid-gradient-normalization;
2016-01-01;36;Image;['DeepDream', 'Gradient Ascent'];Art;https://grayarea.org/press/inside-googles-first-deepdream-art-show/;2020-12-02 01:08:05;DeepDream inspired by Classical Western Art History;Josh Nimoy;https://mlart.co/item/deepdream-inspired-by-classical-western-art-history;
2016-01-01;36;Image;pix2pix;Maps;https://opendot.github.io/ml4a-invisible-cities/;2020-12-02 01:08:12;A Conditional GAN applied on satellite images from OpenStreetMap;Gene Kogan;https://mlart.co/item/a-conditional-gan-applied-on-satellite-images-from-openstreetmap;
2016-01-01;36;Performance;DeepDream;Nature;http://www.miketyka.com/?p=butoh;2020-12-02 01:08:19;Flora and fauna themed DeepDream projection on Kaoru Okomura;Kaoru Okomura, Mike Tyka;https://mlart.co/item/flora-and-fauna-themed-deepdream-projection-on-kaoru-okomura;
2016-01-01;36;Laser Cut Wood;DeepDream;Art;http://www.miketyka.com/?s=deepdream;2020-12-02 01:08:26;DeepDream of Himalayas created with lasercut wood;Mike Tyka;https://mlart.co/item/deepdream-of-himalayas-created-with-lasercut-wood;
2016-01-01;36;Text;Word2Vec;['Language', 'Bias', 'Gender'];http://www.memo.tv/works/wordofmathbias/;2020-12-02 01:08:47;Pick random words from Word2Vec and look at their relationships to the words ‘man’ and ‘woman’;Memo Akten;https://mlart.co/item/pick-random-words-from-word2vec-and-look-at-their-relationships-to-the-words-_man_-and-_woman;
2016-01-01;36;Web App;['CNN', 'NNS'];Maps;http://flong.com/projects/terrapattern/;2020-12-02 01:08:54;Select a region on a map and extract CNN features and use NNS to find similar regions;Golan Levin, David Newbury, Kyle McDonald, Irene Alvarado, Aman Tiwari, Manzil Zaheer;https://mlart.co/item/select-a-region-on-a-map-and-extract-cnn-features-and-use-nns-to-find-similar-regions;
2016-01-01;36;Screenplay;['RNN', 'LSTM'];Language;https://www.youtube.com/watch?v=LY7x2Ihqjmc&ab_channel=ArsTechnica;2020-12-02 01:09:01;An LSTM generated screenplay trained on sci-fi screenplays, and produced according to the screenplay;Ross Goodwin, Oscar Sharp;https://mlart.co/item/an-lstm-generated-screenplay-trained-on-sci-fi-screenplays_-and-produced-according-to-the-screenplay;
2015-01-01;36;Image;['CNN', 'Activations', 'DeepDream', 'Gradient Ascent'];['Art', 'Education'];https://ai.googleblog.com/2015/06/inceptionism-going-deeper-into-neural.html;2020-12-02 01:09:08;Run an image through a pre-trained CNN, and then upscale the image backward. For each layer, adjust the image according to the difference between the activations and the image;Alexander Mordvintsev;https://mlart.co/item/run-an-image-through-a-pre-trained-cnn_-and-then-upscale-the-image-backward_-for-each-layer_-adjust-the-image-according-to-the-difference-between-the-activations-and-the-image;
2015-01-01;36;['Education', 'Tutorial'];['CNN', 'Activations'];['Art', 'DeepDream'];https://distill.pub/2017/feature-visualization/;2020-12-02 01:09:15;Visualize features in a neural network using Gradient Ascent;Alexander Mordvintsev;https://mlart.co/item/visualize-features-in-a-neural-network-using-gradient-ascent;
2015-01-01;36;Image;K-means;['Pop Art', 'Art'];https://blog.otoro.net/2015/09/06/warhol-generator/;2020-12-02 01:09:22;Use K-means to segment and colorize an image, inspired by Warhol;David Ha;https://mlart.co/item/use-k-means-to-segment-and-colorize-an-image_-inspired-by-warhol;
2015-01-01;36;Installation;['StyleTransfer', 'Camera'];Art;https://genekogan.com/works/style-transfer/;2020-12-02 01:09:29;Apply Cubist Style Transfer live with a camera;Gene Kogan;https://mlart.co/item/apply-cubist-style-transfer-live-with-a-camera;
2015-01-01;36;GIF;['DCGAN', 'GAN'];['Language', 'Handwriting'];https://genekogan.com/works/a-book-from-the-sky/;2020-12-02 01:09:36;DCGAN trained on a database of handwritten Chinese Characters;Gene Kogan;https://mlart.co/item/dcgan-trained-on-a-database-of-handwritten-chinese-characters;
2015-01-01;36;Image;['CNN', 'Clustering'];Art;https://www.flickr.com/photos/quasimondo/albums/72157650895011058;2020-12-02 01:09:57;2D cluster arrangement by feature vectors;Mario Klingemann;https://mlart.co/item/2d-cluster-arrangement-by-feature-vectors;
2015-01-01;36;Video;StyleTransfer;['Culture', 'Movies'];https://vimeo.com/139123754;2020-12-02 01:10:04;Apply Style Transfer with 17 different paintings on Alice in Wonderland;Gene Kogan;https://mlart.co/item/apply-style-transfer-with-17-different-paintings-on-alice-in-wonderland;
2015-01-01;30;App;Memory Mosaic;Music;https://vimeo.com/137034067;2020-12-02 01:10:11;A generative audio mashup tool using Memory Mosaic;Parag K. Mital;https://mlart.co/item/a-generative-audio-mashup-tool-using-memory-mosaic;
2014-01-01;36;Instrument;['Device', 'microcontroller', 'openFrameworks', 'ANN'];Music;https://genekogan.com/works/birl/;2020-12-02 01:10:18;Finger pressure sensors, a breath pressure and embouchure sensor on the mouthpiece mapped with an ANN to generate sound via a microcontroller;Gene Kogan, Jeff Snyder;https://mlart.co/item/finger-pressure-sensors_-a-breath-pressure-and-embouchure-sensor-on-the-mouthpiece-mapped-with-an-ann-to-generate-sound-via-a-microcontroller;
2013-01-01;36;Book;N-gram;Language;https://rossgoodwin.com/10000sonnets.pdf;2020-12-02 01:10:24;Use an N-gram model to generate 10 000 sonnets trained on works by William Shakespeare;Ross Goodwin;https://mlart.co/item/use-an-n-gram-model-to-generate-10-000-sonnets-trained-on-works-by-william-shakespeare;
2013-01-01;30;Song;Corpus-based synthesis;Music;https://soundcloud.com/pkmital/sets/michael-jackson-experiments;2020-12-02 01:10:31;Corpus-based audio synthesis on Michael Jackson’s Beat It using Nature Recordings;Parag K. Mital;https://mlart.co/item/corpus-based-audio-synthesis-on-michael-jackson_s-beat-it-using-nature-recordings;
2012-01-01;30;Software;Feature vectors;Music;https://vimeo.com/40130981;2020-12-02 01:10:38;Mining Unlabeled Electronic Music Databases through 3D Interactive Visualization of Latent Component Relationships;Parag K. Mital;https://mlart.co/item/mining-unlabeled-electronic-music-databases-through-3d-interactive-visualization-of-latent-component-relationships;
2011-01-01;36;Image;['SOM', 'ofxSelfOrganizingMap', 'Gaussian Mixture Model'];Color;https://genekogan.com/works/color-of-words/;2020-12-02 01:10:45;Fit a Gaussian mixture model on 100 images of a topic and randomly sample from the model with a self-organizing map to create one image representing the color from the topic;Gene Kogan;https://mlart.co/item/fit-a-gaussian-mixture-model-on-100-images-of-a-topic-and-randomly-sample-from-the-model-with-a-self-organizing-map-to-create-one-image-representing-the-color-from-the-topic;
2011-01-01;30;Video;Corpus-based synthesis;['Culture', 'Music'];https://vimeo.com/30444762;2020-12-02 01:11:06;Corpus-based visual synthesis recreating the Simpsons intro with the intro from the Family Guy;Parag K. Mital;https://mlart.co/item/corpus-based-visual-synthesis-recreating-the-simpsons-intro-with-the-intro-from-the-family-guy;
2010-01-01;36;Theatre;Markov Chains;Language;http://www.anniedorsen.com/showproject.php?id=6;2020-12-02 01:11:13;Create a text model, potentially using Markov Chains, based on the debate between Michel Foucault and Noam Chomsky and performed as a theatre piece;Annie Dorsen;https://mlart.co/item/create-a-text-model_-potentially-using-markov-chains_-based-on-the-debate-between-michel-foucault-and-noam-chomsky-and-performed-as-a-theatre-piece;
2003-01-01;36;Text;Markov Chains;Language;https://web.archive.org/web/20031208160248/http://www.barbielon.com/archives/000232.php;2020-12-02 01:11:21;A blog post made with Markov Chains starting with religion and ending up discussing Adobe After Effects;Mario Klingemann;https://mlart.co/item/a-blog-post-made-with-markov-chains-starting-with-religion-and-ending-up-discussing-adobe-after-effects;
2002-01-01;36;Song;['RNN', 'LSTM'];Music;http://people.idsia.ch/~juergen/blues/;2020-12-02 01:11:27;Blues Improvisation with an LSTM;Jürgen Schmidhuber, Douglas Eck;https://mlart.co/item/blues-improvisation-with-an-lstm;
1998-01-01;36;Image;"[""Occam's razor"", 'Kolmogorov complexity']";['Art', 'Minimalism'];http://people.idsia.ch/~juergen/locoface/newlocoface.html;2020-12-02 01:11:34;Algorithmically generate a face that requires the least amount of features to encode, inspired by Leonardo da Vinci and Albrecht Dürer;Jürgen Schmidhuber;https://mlart.co/item/algorithmically-generate-a-face-that-requires-the-least-amount-of-features-to-encode_-inspired-by-leonardo-da-vinci-and-albrecht-duerer;
1997-01-01;36;Image;"[""Occam's razor"", 'Kolmogorov complexity']";['Art', 'Minimalism'];http://people.idsia.ch/~juergen/femmefractale.html;2020-12-02 01:11:41;Create an artwork with the shortest algorithm while at the same time captures the essence of an object, using Kolmogorov Complexity;Jürgen Schmidhuber;https://mlart.co/item/create-an-artwork-with-the-shortest-algorithm-while-at-the-same-time-captures-the-essence-of-an-object_-using-kolmogorov-complexity;
1994-01-01;36;Open Source;Reinforcement Learning;['Culture', 'Creatures', 'Education'];https://en.wikipedia.org/wiki/3D_Virtual_Creature_Evolution#:~:text=Its%20purpose%20is%20to%20visualize,evolution%20program%2C%20Evolved%20Virtual%20Creatures.;2020-12-02 01:11:48;Visualize the fitness function of creatures learning in an environment;Karl Sims;https://mlart.co/item/visualize-the-fitness-function-of-creatures-learning-in-an-environment;
